,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
942,1061,1,2.1,0,3.0,1.0,52.0,0.1,109.0,7.0,4.0,138.0,1330.0,999.0,16.0,12.0,9,1,1,0,0
1813,1052,0,0.9,0,1.0,0.0,6.0,0.8,195.0,4.0,16.0,1191.0,1839.0,552.0,6.0,1.0,11,0,0,1,0
774,969,0,2.4,0,0.0,0.0,45.0,0.3,124.0,7.0,0.0,491.0,589.0,404.0,18.0,5.0,19,1,0,1,0
1315,1510,0,0.6,1,1.0,0.0,32.0,0.7,135.0,3.0,8.0,963.0,1520.0,854.0,8.0,2.0,10,1,0,1,1
1488,959,1,1.3,1,0.0,0.0,36.0,0.4,196.0,5.0,14.0,1313.0,1331.0,3073.0,19.0,1.0,8,1,1,1,3
207,1265,0,1.5,0,7.0,0.0,49.0,0.7,182.0,5.0,16.0,690.0,836.0,1362.0,5.0,0.0,12,0,0,1,1
623,644,1,1.3,1,7.0,1.0,30.0,0.5,114.0,1.0,16.0,1140.0,1654.0,2382.0,9.0,0.0,19,1,0,1,2
1701,1306,1,2.1,1,2.0,1.0,33.0,0.4,174.0,3.0,9.0,867.0,1258.0,2521.0,6.0,5.0,16,1,0,0,2
218,1886,0,0.5,0,0.0,1.0,24.0,0.4,112.0,3.0,1.0,809.0,1958.0,1179.0,16.0,7.0,20,1,0,1,1
1844,504,1,1.0,0,8.0,0.0,14.0,0.5,189.0,7.0,9.0,881.0,1129.0,1607.0,15.0,0.0,10,1,1,1,0
1532,970,1,1.3,1,5.0,0.0,59.0,0.2,84.0,7.0,19.0,1765.0,1786.0,3675.0,12.0,0.0,12,0,0,0,3
1342,1974,0,0.5,1,9.0,0.0,10.0,0.8,145.0,6.0,12.0,530.0,1496.0,1433.0,6.0,1.0,17,0,0,0,1
483,1476,0,0.5,0,0.0,1.0,43.0,0.7,148.0,2.0,2.0,1789.0,1972.0,3644.0,15.0,10.0,6,1,0,1,3
1267,896,0,1.0,1,3.0,1.0,4.0,0.3,111.0,1.0,4.0,1379.0,1469.0,1060.0,12.0,10.0,4,1,1,1,1
716,863,0,1.6,1,5.0,1.0,6.0,0.7,133.0,4.0,13.0,717.0,1799.0,520.0,10.0,2.0,18,1,0,1,0
736,503,0,2.5,0,3.0,0.0,57.0,0.6,185.0,6.0,11.0,778.0,1291.0,305.0,11.0,8.0,16,0,0,1,0
1944,544,1,0.5,1,2.0,1.0,7.0,0.2,129.0,5.0,15.0,227.0,610.0,1675.0,13.0,4.0,17,1,1,0,0
1469,726,0,2.2,0,0.0,1.0,40.0,0.8,94.0,4.0,20.0,323.0,978.0,1342.0,16.0,11.0,4,1,1,1,0
1413,1303,1,2.1,0,6.0,1.0,10.0,0.4,109.0,8.0,15.0,1335.0,1873.0,2219.0,9.0,3.0,15,1,1,1,2
1793,1299,1,2.8,1,0.0,0.0,64.0,0.5,83.0,6.0,6.0,46.0,908.0,1938.0,19.0,8.0,5,1,0,1,1
725,1981,1,1.9,1,13.0,0.0,45.0,0.3,175.0,6.0,18.0,193.0,1234.0,1380.0,10.0,1.0,13,0,1,0,1
1193,1130,0,1.8,1,0.0,0.0,27.0,0.9,101.0,1.0,8.0,1495.0,1579.0,315.0,14.0,5.0,11,1,1,0,0
193,1523,1,2.4,0,5.0,1.0,57.0,0.2,117.0,2.0,6.0,247.0,539.0,3971.0,18.0,12.0,10,1,1,1,3
315,1126,0,0.7,0,3.0,0.0,49.0,0.9,165.0,8.0,17.0,114.0,1726.0,3739.0,14.0,1.0,13,1,0,0,3
352,1604,1,1.7,0,2.0,0.0,33.0,1.0,191.0,8.0,5.0,134.0,939.0,916.0,13.0,10.0,12,0,1,1,0
73,1038,0,1.2,0,3.0,0.0,43.0,0.7,141.0,1.0,5.0,4.0,638.0,3709.0,11.0,0.0,12,1,1,1,3
585,739,1,2.3,1,2.0,1.0,58.0,0.1,88.0,3.0,4.0,1052.0,1536.0,475.0,7.0,6.0,6,1,0,1,0
1086,1869,0,2.6,0,0.0,1.0,30.0,0.4,152.0,1.0,13.0,163.0,874.0,1375.0,15.0,3.0,19,1,0,0,1
1839,1660,0,0.6,0,2.0,1.0,24.0,0.8,169.0,2.0,3.0,223.0,1777.0,2402.0,12.0,10.0,14,1,1,1,2
1643,1713,1,2.0,0,9.0,1.0,5.0,0.7,199.0,6.0,16.0,108.0,1963.0,1513.0,15.0,6.0,2,1,0,1,1
1205,1093,0,1.9,1,2.0,1.0,22.0,0.3,196.0,8.0,14.0,238.0,807.0,1869.0,8.0,5.0,4,1,1,1,1
731,1807,1,2.1,0,2.0,0.0,49.0,0.8,125.0,1.0,10.0,337.0,1384.0,1906.0,17.0,13.0,13,0,1,1,2
412,1478,1,0.8,1,12.0,0.0,48.0,0.7,99.0,5.0,17.0,694.0,882.0,1141.0,5.0,2.0,6,0,0,1,1
932,1485,0,2.8,0,3.0,1.0,44.0,0.1,138.0,4.0,14.0,341.0,774.0,3271.0,14.0,12.0,8,1,1,0,3
1418,908,0,2.1,0,1.0,0.0,44.0,0.6,95.0,5.0,2.0,154.0,941.0,3518.0,16.0,12.0,7,1,1,1,3
1790,648,1,0.5,1,9.0,1.0,54.0,0.4,109.0,5.0,20.0,1153.0,1817.0,3124.0,5.0,0.0,13,1,0,0,3
629,1914,0,0.7,0,1.0,0.0,35.0,0.6,118.0,8.0,2.0,942.0,1701.0,643.0,17.0,1.0,8,1,0,1,1
1194,1299,0,2.8,1,2.0,0.0,60.0,0.8,187.0,8.0,6.0,1333.0,1838.0,1412.0,13.0,1.0,20,0,1,1,1
602,1719,1,2.0,0,0.0,0.0,12.0,0.3,122.0,8.0,7.0,240.0,904.0,462.0,6.0,3.0,5,0,0,0,0
1884,1369,1,1.7,1,3.0,0.0,28.0,0.6,108.0,1.0,18.0,1451.0,1469.0,3206.0,16.0,15.0,4,0,0,0,3
752,1620,0,2.6,1,6.0,0.0,5.0,0.9,186.0,6.0,18.0,434.0,1339.0,1086.0,18.0,14.0,13,1,0,0,1
856,994,1,2.8,1,0.0,0.0,56.0,0.5,173.0,3.0,3.0,491.0,530.0,3190.0,5.0,2.0,20,1,1,1,2
631,1063,1,1.1,0,0.0,1.0,26.0,0.8,101.0,5.0,2.0,1208.0,1232.0,3809.0,17.0,16.0,5,1,0,1,3
1273,627,1,1.6,1,3.0,1.0,12.0,0.2,131.0,7.0,17.0,447.0,819.0,2476.0,17.0,1.0,10,1,0,0,1
460,1742,0,2.3,1,9.0,1.0,43.0,0.4,170.0,7.0,12.0,453.0,681.0,2610.0,12.0,3.0,10,1,0,1,2
1056,812,0,0.5,1,1.0,0.0,64.0,1.0,106.0,4.0,7.0,35.0,1309.0,3102.0,6.0,0.0,2,0,0,0,2
289,615,1,0.5,1,0.0,0.0,42.0,0.6,163.0,6.0,4.0,104.0,1664.0,2211.0,7.0,4.0,18,0,0,1,1
1980,930,1,1.0,1,4.0,1.0,4.0,0.9,144.0,8.0,10.0,1017.0,1289.0,2016.0,13.0,10.0,16,1,1,1,1
504,1661,1,1.4,0,0.0,0.0,29.0,0.3,119.0,2.0,0.0,536.0,861.0,591.0,9.0,2.0,9,1,1,1,0
1040,1154,0,0.5,0,12.0,1.0,14.0,0.7,156.0,7.0,14.0,251.0,1801.0,587.0,8.0,3.0,4,1,1,1,0
1277,1528,0,2.4,0,2.0,0.0,37.0,0.2,156.0,8.0,3.0,306.0,564.0,733.0,15.0,0.0,14,1,1,0,0
827,1628,0,0.5,0,5.0,1.0,33.0,0.9,101.0,6.0,8.0,412.0,643.0,3361.0,16.0,10.0,13,1,0,0,3
1829,1065,0,1.7,1,4.0,1.0,48.0,0.3,162.0,6.0,8.0,1188.0,1948.0,265.0,8.0,0.0,12,1,0,0,0
1016,551,1,2.8,0,0.0,1.0,54.0,0.1,172.0,7.0,15.0,169.0,1916.0,1414.0,6.0,1.0,19,1,0,1,0
1573,793,1,1.9,1,0.0,1.0,43.0,0.3,124.0,8.0,2.0,15.0,1196.0,1050.0,11.0,9.0,3,1,1,1,0
208,664,1,1.1,1,1.0,1.0,51.0,0.1,110.0,7.0,4.0,701.0,1478.0,3629.0,19.0,15.0,6,1,1,1,3
1201,1481,1,2.0,1,0.0,0.0,35.0,0.5,105.0,3.0,0.0,249.0,522.0,2635.0,17.0,16.0,4,1,0,1,2
1131,831,1,0.7,0,2.0,1.0,62.0,0.7,134.0,8.0,9.0,1482.0,1490.0,2573.0,16.0,12.0,18,1,0,1,2
335,803,0,0.8,1,0.0,0.0,18.0,0.3,106.0,4.0,1.0,627.0,935.0,2801.0,18.0,15.0,12,0,1,0,2
1587,1093,0,0.5,0,1.0,1.0,31.0,0.6,171.0,2.0,12.0,1310.0,1420.0,1646.0,12.0,0.0,6,1,1,0,1
1255,1039,0,0.6,0,5.0,1.0,6.0,0.1,136.0,6.0,8.0,62.0,544.0,3212.0,15.0,7.0,7,1,0,1,2
1471,714,1,2.1,1,5.0,1.0,11.0,0.1,197.0,3.0,6.0,1750.0,1857.0,1164.0,15.0,12.0,19,1,1,0,1
642,1063,1,2.5,0,0.0,1.0,31.0,0.9,95.0,6.0,10.0,295.0,935.0,961.0,16.0,6.0,5,1,1,0,0
432,1421,0,2.8,0,0.0,1.0,57.0,0.4,165.0,1.0,2.0,781.0,1657.0,2775.0,13.0,8.0,14,1,0,1,3
1776,1072,1,2.2,1,6.0,0.0,19.0,0.4,114.0,8.0,16.0,380.0,877.0,2715.0,15.0,9.0,16,0,1,0,2
1112,586,0,0.5,1,1.0,0.0,57.0,0.3,188.0,2.0,5.0,1226.0,1389.0,3646.0,15.0,4.0,11,1,1,1,3
217,1336,0,0.9,0,5.0,1.0,17.0,,194.0,5.0,9.0,55.0,583.0,1869.0,13.0,1.0,16,1,1,1,1
374,1334,1,2.4,0,5.0,1.0,42.0,0.6,115.0,5.0,14.0,1187.0,1974.0,2542.0,10.0,1.0,8,1,0,0,3
1855,856,1,1.1,1,14.0,1.0,19.0,0.7,125.0,6.0,19.0,1057.0,1931.0,650.0,17.0,0.0,10,1,0,1,0
1217,1451,1,0.5,0,5.0,1.0,57.0,0.6,181.0,8.0,12.0,812.0,1456.0,3038.0,15.0,7.0,18,1,0,1,3
1424,1352,0,2.4,0,5.0,1.0,6.0,0.9,92.0,6.0,9.0,629.0,1299.0,1309.0,12.0,1.0,14,1,0,0,1
444,1631,0,0.9,1,2.0,1.0,3.0,0.1,198.0,7.0,12.0,177.0,1905.0,301.0,13.0,5.0,13,1,0,0,0
734,1536,0,0.8,0,12.0,0.0,13.0,0.3,105.0,7.0,20.0,22.0,1634.0,2020.0,6.0,0.0,16,1,1,0,2
1382,1420,0,2.8,1,1.0,0.0,50.0,0.1,100.0,8.0,8.0,194.0,1393.0,763.0,17.0,1.0,17,0,1,1,0
1695,1470,0,2.2,1,4.0,1.0,33.0,0.4,138.0,7.0,10.0,1790.0,1988.0,1633.0,18.0,4.0,4,1,0,0,2
1627,865,0,2.9,0,5.0,0.0,16.0,0.1,89.0,4.0,12.0,335.0,1009.0,3494.0,13.0,3.0,14,0,0,1,3
1617,634,1,0.8,0,5.0,0.0,41.0,0.2,192.0,1.0,12.0,1362.0,1853.0,3242.0,18.0,11.0,4,1,0,1,3
1947,1788,0,0.5,0,0.0,1.0,6.0,0.2,141.0,6.0,16.0,149.0,1022.0,2321.0,7.0,5.0,20,1,1,0,2
389,1712,0,1.4,0,1.0,0.0,63.0,0.5,137.0,7.0,12.0,747.0,1126.0,3652.0,16.0,1.0,19,1,0,0,3
1616,1986,1,0.5,1,7.0,1.0,39.0,0.1,89.0,7.0,19.0,251.0,599.0,3476.0,11.0,8.0,17,1,1,0,3
1964,1753,0,0.7,0,4.0,0.0,40.0,0.6,191.0,4.0,11.0,1652.0,1983.0,1112.0,8.0,2.0,15,1,1,1,1
1950,1561,1,1.6,1,1.0,1.0,27.0,0.8,174.0,3.0,10.0,662.0,874.0,1205.0,12.0,7.0,3,1,1,0,1
282,1839,1,1.2,0,9.0,1.0,54.0,0.5,200.0,7.0,11.0,475.0,1493.0,927.0,19.0,10.0,18,1,0,1,1
613,557,1,1.6,0,0.0,0.0,24.0,0.5,125.0,3.0,0.0,1131.0,1315.0,1305.0,12.0,8.0,3,1,0,1,0
1575,625,0,2.7,1,2.0,0.0,42.0,0.8,138.0,8.0,3.0,203.0,1771.0,2929.0,10.0,4.0,17,1,0,0,2
1803,1445,0,2.2,1,2.0,0.0,37.0,0.4,82.0,2.0,6.0,527.0,1393.0,3480.0,17.0,16.0,17,1,1,1,3
258,564,0,1.8,1,0.0,1.0,51.0,0.5,168.0,3.0,1.0,912.0,1980.0,1074.0,14.0,8.0,15,1,1,0,0
1287,860,1,1.3,1,1.0,1.0,49.0,0.7,141.0,6.0,13.0,692.0,979.0,3869.0,16.0,14.0,20,1,1,1,3
500,1278,1,0.5,1,1.0,0.0,54.0,0.1,104.0,8.0,16.0,581.0,750.0,1155.0,7.0,1.0,20,0,0,1,0
1138,1413,1,1.7,0,2.0,0.0,10.0,0.2,200.0,6.0,6.0,314.0,1606.0,2867.0,5.0,4.0,15,0,1,0,2
658,1926,1,1.1,0,13.0,1.0,50.0,0.2,179.0,6.0,17.0,371.0,1000.0,3809.0,17.0,12.0,17,1,1,0,3
600,1170,0,2.9,1,2.0,0.0,40.0,0.4,169.0,6.0,5.0,427.0,684.0,2366.0,16.0,8.0,2,1,1,1,1
1375,1604,1,1.9,1,0.0,1.0,63.0,0.6,93.0,5.0,2.0,641.0,1156.0,1464.0,15.0,9.0,20,1,1,0,1
57,987,0,1.3,1,0.0,1.0,61.0,0.4,107.0,3.0,9.0,581.0,820.0,3963.0,9.0,4.0,20,1,0,1,3
59,1063,0,1.4,1,2.0,1.0,48.0,1.0,128.0,5.0,4.0,127.0,683.0,2910.0,15.0,13.0,9,1,1,1,2
109,1775,1,1.5,0,3.0,0.0,41.0,0.1,163.0,1.0,7.0,1633.0,1869.0,2343.0,19.0,13.0,14,1,1,1,3
833,1368,1,1.6,1,4.0,0.0,9.0,0.1,115.0,7.0,7.0,843.0,1145.0,2941.0,13.0,12.0,17,0,1,0,3
796,1204,1,2.6,0,0.0,0.0,10.0,0.3,199.0,7.0,3.0,480.0,1482.0,1724.0,11.0,2.0,19,1,0,0,1
971,1239,0,1.2,1,5.0,1.0,52.0,0.9,122.0,2.0,10.0,590.0,661.0,417.0,8.0,0.0,6,1,0,1,0
1624,555,1,3.0,1,5.0,1.0,38.0,0.8,193.0,2.0,10.0,214.0,1970.0,1686.0,8.0,1.0,8,1,0,1,1
920,934,0,2.0,1,2.0,0.0,30.0,0.7,182.0,8.0,15.0,521.0,1190.0,703.0,10.0,8.0,7,0,0,1,0
253,835,0,1.1,1,2.0,0.0,7.0,0.2,101.0,4.0,7.0,323.0,1604.0,1181.0,13.0,5.0,15,1,1,1,0
1347,1332,0,1.3,1,5.0,1.0,7.0,0.8,168.0,7.0,19.0,846.0,855.0,2790.0,19.0,11.0,10,1,1,0,2
1014,1633,0,1.7,1,3.0,1.0,33.0,0.9,111.0,2.0,19.0,146.0,906.0,511.0,9.0,0.0,7,1,1,0,0
1200,530,0,2.4,0,1.0,0.0,32.0,0.3,88.0,6.0,20.0,48.0,1012.0,959.0,17.0,7.0,6,0,1,0,0
1524,1162,0,1.0,0,0.0,0.0,50.0,0.5,104.0,4.0,10.0,332.0,866.0,1404.0,10.0,3.0,15,1,1,1,1
1846,689,0,2.9,1,3.0,1.0,7.0,0.8,147.0,2.0,6.0,487.0,722.0,1241.0,9.0,0.0,16,1,0,0,0
570,1572,1,0.8,1,7.0,1.0,8.0,0.8,169.0,5.0,8.0,577.0,1237.0,3461.0,6.0,3.0,10,1,1,1,3
323,1379,1,2.1,1,14.0,1.0,63.0,1.0,83.0,1.0,17.0,207.0,1370.0,651.0,9.0,6.0,7,1,1,0,0
1798,722,0,1.1,0,12.0,0.0,12.0,1.0,93.0,6.0,20.0,138.0,1371.0,2359.0,13.0,6.0,3,0,0,0,1
440,1310,1,2.3,1,6.0,0.0,57.0,0.9,135.0,8.0,9.0,449.0,889.0,1175.0,16.0,0.0,8,0,0,0,0
265,1992,1,1.6,0,5.0,1.0,57.0,1.0,100.0,2.0,15.0,1552.0,1596.0,606.0,9.0,3.0,4,1,1,1,1
1721,1174,1,0.9,0,7.0,0.0,30.0,1.0,147.0,4.0,20.0,744.0,1244.0,804.0,17.0,14.0,16,0,1,1,0
1831,623,1,0.8,0,6.0,1.0,26.0,0.3,197.0,7.0,12.0,484.0,1238.0,1769.0,10.0,1.0,16,1,0,0,1
1738,511,0,0.9,1,15.0,1.0,24.0,0.6,136.0,3.0,18.0,367.0,1264.0,2378.0,18.0,3.0,4,1,0,0,1
635,701,1,0.7,0,7.0,0.0,15.0,0.5,160.0,3.0,11.0,1002.0,1256.0,1756.0,6.0,3.0,17,1,1,1,1
167,1126,1,2.4,0,2.0,1.0,10.0,0.4,160.0,6.0,3.0,1223.0,1611.0,2050.0,7.0,6.0,12,1,1,1,2
1654,1727,1,2.1,1,10.0,0.0,57.0,0.3,158.0,6.0,18.0,376.0,1288.0,512.0,5.0,2.0,6,0,0,0,0
1005,1270,1,2.3,0,0.0,0.0,58.0,0.5,104.0,5.0,1.0,1512.0,1716.0,3299.0,13.0,4.0,16,0,0,1,3
1620,623,0,1.4,1,0.0,1.0,15.0,0.2,189.0,3.0,1.0,778.0,844.0,3510.0,14.0,4.0,18,1,0,1,2
1786,930,1,0.5,1,3.0,1.0,34.0,0.5,190.0,4.0,16.0,1050.0,1726.0,2131.0,7.0,2.0,6,1,0,1,2
103,1939,1,2.8,1,0.0,1.0,55.0,0.6,199.0,4.0,10.0,320.0,520.0,1047.0,14.0,10.0,18,1,1,0,0
1374,1263,1,1.4,1,1.0,1.0,32.0,0.4,103.0,2.0,2.0,409.0,644.0,3372.0,18.0,13.0,10,1,1,0,3
733,720,1,1.4,1,0.0,1.0,61.0,0.6,96.0,7.0,8.0,1347.0,1733.0,2799.0,5.0,3.0,15,1,0,1,3
72,605,0,1.0,0,8.0,1.0,9.0,0.1,142.0,3.0,16.0,160.0,1026.0,392.0,15.0,6.0,4,1,0,0,0
154,1547,0,2.9,1,6.0,0.0,45.0,0.7,166.0,2.0,8.0,583.0,590.0,505.0,12.0,2.0,3,0,1,1,0
1244,718,0,2.8,0,10.0,0.0,59.0,0.8,113.0,6.0,13.0,1185.0,1387.0,1824.0,11.0,9.0,3,1,1,0,1
1164,860,1,1.3,1,8.0,1.0,40.0,0.7,170.0,3.0,13.0,1573.0,1581.0,2832.0,13.0,7.0,20,1,1,1,2
338,1391,0,1.4,0,2.0,1.0,36.0,0.8,182.0,1.0,6.0,14.0,1256.0,3139.0,14.0,7.0,14,1,1,0,2
330,662,0,0.5,0,5.0,0.0,20.0,0.8,138.0,1.0,10.0,1001.0,1224.0,2125.0,17.0,15.0,15,0,1,1,1
159,1840,0,0.5,1,12.0,0.0,34.0,0.7,142.0,1.0,16.0,311.0,1545.0,1078.0,8.0,0.0,10,0,0,0,1
1440,1134,1,0.9,0,2.0,1.0,13.0,0.4,92.0,4.0,19.0,18.0,903.0,3632.0,17.0,8.0,19,1,1,0,3
1221,1263,1,2.0,0,0.0,0.0,5.0,0.4,146.0,6.0,3.0,954.0,1609.0,1958.0,9.0,6.0,4,1,1,1,2
1235,1971,1,0.5,1,0.0,0.0,40.0,0.3,186.0,7.0,19.0,485.0,922.0,571.0,8.0,7.0,17,1,1,0,0
1302,1928,0,2.6,0,5.0,0.0,5.0,0.8,162.0,5.0,16.0,229.0,1004.0,696.0,14.0,12.0,15,1,1,1,0
171,1854,0,3.0,0,2.0,1.0,8.0,0.1,101.0,5.0,5.0,506.0,627.0,1886.0,17.0,4.0,20,1,1,0,1
1553,891,0,1.9,1,1.0,1.0,18.0,0.1,153.0,6.0,3.0,40.0,1435.0,1303.0,17.0,16.0,4,1,1,1,0
1121,1545,0,1.3,1,15.0,1.0,35.0,0.1,173.0,5.0,20.0,115.0,1352.0,3197.0,14.0,9.0,6,1,0,1,3
52,1654,1,1.5,1,0.0,1.0,43.0,0.3,109.0,2.0,0.0,546.0,629.0,3112.0,12.0,5.0,10,1,1,0,3
863,1425,0,1.2,0,9.0,1.0,35.0,0.7,127.0,8.0,14.0,150.0,1897.0,590.0,13.0,2.0,6,1,1,1,0
1349,1576,1,0.9,1,0.0,1.0,14.0,0.4,173.0,2.0,4.0,1213.0,1386.0,3220.0,17.0,2.0,6,1,1,0,3
1621,962,1,1.1,1,3.0,0.0,17.0,0.1,161.0,8.0,20.0,546.0,1424.0,3438.0,14.0,3.0,20,0,0,0,3
1925,1830,1,0.5,0,5.0,0.0,14.0,0.8,160.0,6.0,6.0,773.0,1353.0,1905.0,16.0,3.0,19,1,1,1,2
1859,649,1,1.4,0,4.0,1.0,19.0,0.8,190.0,7.0,12.0,344.0,1551.0,739.0,18.0,1.0,2,1,1,0,0
428,1197,0,1.3,0,3.0,1.0,20.0,0.5,149.0,6.0,7.0,649.0,1629.0,1797.0,19.0,5.0,4,1,1,1,1
436,685,0,0.5,1,8.0,1.0,13.0,0.8,82.0,7.0,15.0,1091.0,1203.0,3210.0,15.0,7.0,2,1,1,1,3
575,1197,1,0.5,1,9.0,0.0,20.0,0.1,129.0,5.0,10.0,214.0,1710.0,2885.0,19.0,7.0,14,1,1,1,2
980,1597,0,2.3,0,11.0,0.0,34.0,0.4,89.0,1.0,14.0,64.0,1667.0,934.0,16.0,10.0,9,0,1,0,0
396,788,0,2.5,1,4.0,1.0,57.0,0.9,91.0,8.0,12.0,42.0,1161.0,3969.0,12.0,8.0,6,1,1,1,3
1358,1210,1,1.6,1,9.0,0.0,57.0,0.5,111.0,4.0,20.0,329.0,1039.0,1886.0,16.0,0.0,17,1,0,1,1
902,1698,0,2.5,0,10.0,1.0,26.0,0.4,105.0,2.0,18.0,485.0,1819.0,1656.0,5.0,3.0,17,1,0,1,2
1454,832,1,0.5,0,5.0,1.0,22.0,0.6,198.0,1.0,8.0,343.0,1431.0,1666.0,15.0,4.0,20,1,1,1,1
679,675,0,2.3,0,10.0,0.0,60.0,0.9,144.0,5.0,15.0,192.0,757.0,1735.0,7.0,0.0,13,1,0,1,0
969,1345,1,3.0,0,7.0,1.0,38.0,0.1,162.0,3.0,11.0,512.0,1465.0,1322.0,9.0,2.0,15,1,0,0,1
1174,673,1,2.2,1,2.0,0.0,3.0,0.4,84.0,2.0,9.0,1109.0,1247.0,2719.0,19.0,2.0,9,1,1,1,2
285,1172,0,1.9,0,0.0,1.0,27.0,0.7,164.0,1.0,3.0,607.0,1092.0,1477.0,12.0,0.0,6,1,0,0,1
655,1994,0,1.5,1,2.0,1.0,7.0,0.5,146.0,8.0,7.0,447.0,1435.0,3622.0,7.0,0.0,20,1,0,1,3
204,1472,1,2.3,0,6.0,0.0,61.0,0.1,168.0,6.0,19.0,710.0,1052.0,2677.0,19.0,15.0,8,1,0,0,2
1297,956,0,1.9,1,1.0,0.0,42.0,0.1,133.0,7.0,11.0,403.0,1614.0,3700.0,10.0,0.0,7,1,1,0,3
1340,1469,0,0.5,0,3.0,1.0,58.0,0.5,150.0,7.0,8.0,1699.0,1850.0,1571.0,17.0,16.0,2,1,0,0,2
1529,1831,1,2.2,1,4.0,0.0,55.0,1.0,189.0,8.0,9.0,1693.0,1790.0,1133.0,14.0,3.0,10,0,1,0,1
992,1090,0,1.3,1,5.0,0.0,27.0,0.1,91.0,4.0,16.0,1638.0,1910.0,1352.0,5.0,1.0,11,0,1,0,1
1020,1119,0,0.5,1,0.0,1.0,23.0,0.4,164.0,4.0,1.0,821.0,915.0,3520.0,7.0,4.0,7,1,0,0,3
728,1945,0,1.6,0,4.0,0.0,21.0,0.7,113.0,3.0,10.0,280.0,895.0,3015.0,6.0,1.0,15,0,0,0,3
1633,1469,0,1.7,1,11.0,1.0,44.0,0.5,169.0,2.0,14.0,484.0,711.0,1687.0,15.0,5.0,5,1,1,1,1
586,704,1,2.7,0,8.0,1.0,29.0,0.2,80.0,1.0,10.0,1108.0,1509.0,1122.0,9.0,3.0,10,1,1,1,0
1163,1930,1,2.0,0,11.0,0.0,16.0,0.8,186.0,8.0,12.0,1901.0,1920.0,1783.0,17.0,3.0,13,0,0,1,2
1339,1988,1,0.5,0,0.0,1.0,16.0,0.1,94.0,8.0,1.0,153.0,696.0,3144.0,16.0,2.0,14,1,0,0,3
1162,865,0,1.2,1,8.0,0.0,59.0,0.1,159.0,3.0,9.0,805.0,1804.0,2361.0,16.0,11.0,19,1,0,1,2
1653,1190,0,2.0,1,0.0,0.0,40.0,0.2,93.0,5.0,1.0,1399.0,1646.0,3610.0,13.0,7.0,9,0,0,1,3
1862,1043,0,2.7,0,3.0,0.0,29.0,0.2,83.0,8.0,17.0,887.0,893.0,1183.0,5.0,3.0,8,1,0,0,0
848,825,1,1.5,0,11.0,0.0,38.0,0.4,94.0,3.0,18.0,540.0,783.0,716.0,11.0,4.0,14,0,1,0,0
674,1034,0,2.6,1,2.0,1.0,45.0,0.3,190.0,3.0,4.0,182.0,1293.0,969.0,15.0,1.0,7,1,0,0,0
50,1547,1,3.0,1,2.0,1.0,14.0,0.7,198.0,3.0,19.0,1042.0,1832.0,2059.0,5.0,0.0,15,1,0,1,2
1026,606,0,2.5,0,1.0,1.0,53.0,0.2,146.0,4.0,2.0,465.0,1152.0,1223.0,19.0,12.0,7,1,0,0,0
1569,1494,0,2.4,0,6.0,1.0,3.0,0.9,93.0,7.0,17.0,944.0,1003.0,1208.0,14.0,13.0,17,1,1,0,1
360,809,0,0.8,0,10.0,0.0,21.0,0.9,91.0,7.0,19.0,1453.0,1726.0,1274.0,18.0,7.0,3,0,0,0,1
115,1900,1,2.3,0,1.0,1.0,18.0,0.2,89.0,7.0,9.0,1055.0,1661.0,2871.0,12.0,1.0,13,1,1,1,3
1784,636,0,0.5,0,8.0,1.0,28.0,0.9,152.0,2.0,15.0,148.0,742.0,2927.0,15.0,6.0,3,1,0,0,2
390,1836,1,1.7,1,3.0,0.0,26.0,0.1,134.0,6.0,16.0,408.0,1139.0,3097.0,5.0,0.0,18,0,1,0,3
1231,717,1,0.5,1,4.0,0.0,10.0,0.6,198.0,1.0,5.0,217.0,1106.0,688.0,10.0,7.0,15,0,1,0,0
1090,1245,1,0.6,0,2.0,0.0,30.0,0.7,105.0,5.0,3.0,330.0,1434.0,2676.0,17.0,8.0,7,1,0,0,2
10,769,1,2.9,1,0.0,0.0,9.0,0.1,182.0,5.0,1.0,248.0,874.0,3946.0,5.0,2.0,7,0,0,0,3
1887,1719,1,2.1,1,0.0,0.0,52.0,0.1,187.0,3.0,1.0,417.0,520.0,2610.0,10.0,1.0,11,1,1,1,2
1762,808,1,0.5,1,3.0,0.0,46.0,0.5,105.0,8.0,15.0,119.0,529.0,1082.0,15.0,5.0,10,1,0,1,0
1459,1927,0,0.9,1,3.0,0.0,11.0,0.4,190.0,8.0,12.0,491.0,1506.0,2916.0,16.0,11.0,18,0,1,1,3
139,523,0,2.6,1,1.0,0.0,14.0,0.1,155.0,8.0,2.0,304.0,1042.0,1427.0,9.0,1.0,9,0,1,0,0
61,799,1,2.3,0,1.0,1.0,63.0,0.8,144.0,8.0,6.0,361.0,975.0,431.0,15.0,6.0,6,1,1,1,0
1233,1164,1,2.6,1,0.0,0.0,61.0,0.3,88.0,1.0,6.0,1107.0,1656.0,3859.0,11.0,10.0,17,0,1,0,3
730,1049,0,0.6,1,8.0,1.0,2.0,0.3,172.0,6.0,10.0,39.0,1564.0,433.0,10.0,7.0,6,1,0,0,0
